,FIELD_GOAL_MADE,FIELD_GOAL_MISSED,FREE_THROW,REBOUND,TURNOVER,FOUL,VIOLATION,SUBSTITUTION,EJECTION,FIELD_GOAL_MADE_DIFF,FIELD_GOAL_MISSED_DIFF,FREE_THROW_DIFF,REBOUND_DIFF,TURNOVER_DIFF,FOUL_DIFF,TEAM_NAME,GAME_ID,WL
290,25,15,9,21,11,8,1,9,0,6,-13,1,1,4,-1,Wizards,0022300189,L
291,19,28,8,20,7,9,0,11,0,-6,13,-1,-1,-4,1,Raptors,0022300189,W
292,21,22,9,29,11,10,0,12,0,4,-8,2,12,7,0,Bucks,0022300190,W
293,17,30,7,17,4,10,0,14,0,-4,8,-2,-12,-7,0,Bulls,0022300190,L
294,23,22,7,20,5,9,0,11,0,5,-1,0,-6,-7,2,Heat,0022300017,W
295,18,23,7,26,12,7,1,14,0,-5,1,0,6,7,-2,Hornets,0022300017,L
296,19,33,3,17,6,9,2,12,0,-6,13,-12,-11,-1,2,Grizzlies,0022300026,L
297,25,20,15,28,7,7,1,11,0,6,-13,12,11,1,-2,Lakers,0022300026,W
298,22,21,11,20,4,8,2,9,0,5,-5,-3,-4,-3,-1,Nuggets,0022300024,W
299,17,26,14,24,7,9,0,9,0,-5,5,3,4,3,1,Clippers,0022300024,L
300,22,24,8,24,9,11,0,15,2,3,2,-3,5,0,0,Warriors,0022300025,L
301,19,22,11,19,9,11,1,14,1,-3,-2,3,-5,0,0,Timberwolves,0022300025,W
302,22,25,12,16,5,7,0,14,0,1,-1,10,-7,-7,-2,Thunder,0022300021,W
303,21,26,2,23,12,9,1,13,0,-1,1,-10,7,7,2,Spurs,0022300021,L
304,21,24,10,22,8,11,0,12,0,1,6,-4,3,2,5,Nets,0022300020,W
305,20,18,14,19,6,6,0,11,0,-1,-6,4,-3,-2,-5,Magic,0022300020,L
306,22,21,8,23,12,11,1,11,0,-2,-8,-5,0,8,4,Trail Blazers,0022300023,L
307,24,29,13,23,4,7,1,10,0,2,8,5,0,-8,-4,Jazz,0022300023,W
308,25,22,14,19,5,8,0,13,0,7,-8,2,-6,-5,0,Pelicans,0022300022,W
309,18,30,12,25,10,8,0,15,0,-7,8,-2,6,5,0,Mavericks,0022300022,L
310,25,18,7,21,8,12,1,12,0,1,-5,-8,0,2,5,Hawks,0022300018,W
311,24,23,15,21,6,7,1,13,0,-1,5,8,0,-2,-5,Pistons,0022300018,L
312,18,25,16,22,8,9,0,10,0,-6,1,8,1,2,-7,76ers,0022300019,L
313,24,24,8,21,6,16,0,17,0,6,-1,-8,-1,-2,7,Pacers,0022300019,W
314,22,23,7,20,6,7,1,8,0,0,1,-1,-1,-1,1,76ers,0022300194,L
315,22,22,8,21,7,6,0,12,0,0,-1,1,1,1,-1,Celtics,0022300194,W
316,29,24,6,27,7,8,0,16,0,7,1,-5,8,-1,2,Kings,0022300198,W
317,22,23,11,19,8,6,0,10,0,-7,-1,5,-8,1,-2,Lakers,0022300198,L
318,25,28,1,22,6,8,0,10,0,3,12,-6,7,0,0,Knicks,0022300193,W
319,22,16,7,15,6,8,0,12,0,-3,-12,6,-7,0,0,Hawks,0022300193,L
320,17,26,13,21,7,13,1,12,0,-8,4,-3,-5,2,4,Wizards,0022300192,L
321,25,22,16,26,5,9,0,11,0,8,-4,3,5,-2,-4,Mavericks,0022300192,W
322,11,30,10,30,13,13,0,11,0,-5,1,-8,3,8,4,Bulls,0022300196,L
323,16,29,18,27,5,9,1,10,0,5,-1,8,-3,-8,-4,Magic,0022300196,W
324,20,18,14,24,8,10,0,16,0,3,-12,6,8,2,-2,Cavaliers,0022300199,W
325,17,30,8,16,6,12,0,16,0,-3,12,-6,-8,-2,2,Trail Blazers,0022300199,L
326,18,22,15,16,5,9,1,10,0,-11,5,6,-1,2,1,Timberwolves,0022300197,L
327,29,17,9,17,3,8,0,13,0,11,-5,-6,1,-2,-1,Suns,0022300197,W
328,23,20,15,24,8,10,0,12,0,5,-4,7,5,-4,-3,Bucks,0022300195,W
329,18,24,8,19,12,13,0,11,0,-5,4,-7,-5,4,3,Raptors,0022300195,L
330,24,23,12,22,7,12,1,16,0,1,-4,3,-2,-2,1,Thunder,0022300201,W
331,23,27,9,24,9,11,0,13,0,-1,4,-3,2,2,-1,Warriors,0022300201,L
332,18,23,11,19,7,12,0,15,0,-2,0,-1,-2,3,3,Nets,0022300200,L
333,20,23,12,21,4,9,0,13,0,2,0,1,2,-3,-3,Heat,0022300200,W
334,25,25,7,27,4,5,1,10,0,5,-1,3,9,-2,-1,Celtics,0022300031,W
335,20,26,4,18,6,6,0,13,0,-5,1,-3,-9,2,1,Raptors,0022300031,L
336,24,28,6,22,7,8,1,19,0,0,9,2,4,-1,-2,Spurs,0022300032,L
337,24,19,4,18,8,10,0,10,0,0,-9,-2,-4,1,2,Kings,0022300032,W
338,25,20,16,17,4,10,0,16,0,-1,0,0,-2,2,-1,Suns,0022300035,W
339,26,20,16,19,2,11,0,11,0,1,0,0,2,-2,1,Jazz,0022300035,L
340,11,25,10,19,11,10,0,11,0,-8,4,2,-5,4,0,Bulls,0022300033,L
341,19,21,8,24,7,10,1,12,0,8,-4,-2,5,-4,0,Magic,0022300033,W
342,25,20,5,16,6,2,0,8,0,4,-4,2,-10,-7,-6,Cavaliers,0022300030,W
343,21,24,3,26,13,8,0,15,0,-4,4,-2,10,7,6,Pistons,0022300030,L
344,25,22,9,25,5,7,0,8,0,4,3,3,12,-4,-1,Knicks,0022300028,W
345,21,19,6,13,9,8,1,10,0,-4,-3,-3,-12,4,1,Wizards,0022300028,L
346,20,25,13,24,6,9,0,11,0,1,-1,1,2,-1,0,Hawks,0022300029,L
347,19,26,12,22,7,9,0,11,0,-1,1,-1,-2,1,0,76ers,0022300029,W
348,20,29,6,21,4,17,0,12,0,5,9,-13,-5,-5,9,Rockets,0022300037,L
349,15,20,19,26,9,8,1,12,0,-5,-9,13,5,5,-9,Clippers,0022300037,W
350,23,23,7,23,6,10,0,9,0,1,-2,-2,-1,1,4,Bucks,0022300027,W
351,22,25,9,24,5,6,2,15,0,-1,2,2,1,-1,-4,Hornets,0022300027,L
352,24,23,5,20,9,11,1,13,0,-4,5,-6,2,3,5,Nuggets,0022300034,L
353,28,18,11,18,6,6,0,18,0,4,-5,6,-2,-3,-5,Pelicans,0022300034,W
354,23,21,12,23,7,8,0,10,0,2,-8,5,-5,-3,-1,Lakers,0022300036,W
355,21,29,7,28,10,9,0,9,0,-2,8,-5,5,3,1,Trail Blazers,0022300036,L
356,24,19,8,14,7,12,0,14,0,2,-1,-5,-9,-3,1,Timberwolves,0022300203,W
357,22,20,13,23,10,11,1,15,0,-2,1,5,9,3,-1,Pelicans,0022300203,L
358,20,27,9,20,7,10,1,12,0,-1,6,-6,-5,-1,0,Thunder,0022300207,W
359,21,21,15,25,8,10,0,14,0,1,-6,6,5,1,0,Warriors,0022300207,L
360,18,23,12,17,10,21,0,14,0,-2,3,-11,-6,5,9,Grizzlies,0022300206,W
361,20,20,23,23,5,12,0,13,0,2,-3,11,6,-5,-9,Spurs,0022300206,L
362,24,25,5,22,4,7,0,10,0,0,-4,3,-5,-3,2,Bucks,0022300205,W
363,24,29,2,27,7,5,0,15,0,0,4,-3,5,3,-2,Mavericks,0022300205,L
364,22,29,10,27,4,8,0,9,0,3,5,2,4,-2,-4,Knicks,0022300202,W
365,19,24,8,23,6,12,0,13,0,-3,-5,-2,-4,2,4,Hornets,0022300202,L
366,16,25,15,21,7,9,0,14,0,3,-1,2,-1,1,-5,Heat,0022300204,L
367,13,26,13,22,6,14,0,11,0,-3,1,-2,1,-1,5,Bulls,0022300204,W
368,24,23,4,20,5,13,0,14,0,1,0,-12,-6,0,8,Nuggets,0022300210,L
369,23,23,16,26,5,5,0,13,0,-1,0,12,6,0,-8,Cavaliers,0022300210,W
370,21,20,13,22,7,9,0,10,0,2,-11,6,1,4,-2,Celtics,0022300213,W
371,19,31,7,21,3,11,1,15,0,-2,11,-6,-1,-4,2,Grizzlies,0022300213,L
372,20,26,6,22,7,9,0,15,0,-1,3,0,0,-1,1,Lakers,0022300216,W
373,21,23,6,22,8,8,0,17,0,1,-3,0,0,1,-1,Rockets,0022300216,L
374,30,21,19,24,2,10,1,12,0,15,-7,6,8,-10,-5,Magic,0022300209,W
375,15,28,13,16,12,15,1,17,0,-15,7,-6,-8,10,5,Pacers,0022300209,L
376,19,25,8,27,5,5,0,15,0,-4,-1,1,3,4,-4,Nets,0022300208,L
377,23,26,7,24,1,9,1,9,0,4,1,-1,-3,-4,4,76ers,0022300208,W
378,25,19,13,19,5,12,0,14,0,3,-1,-2,0,-1,0,Kings,0022300212,W
379,22,20,15,19,6,12,0,13,0,-3,1,2,0,1,0,Mavericks,0022300212,L
380,16,26,13,13,10,10,0,12,0,-12,15,4,-7,1,0,Trail Blazers,0022300215,L
381,28,11,9,20,9,10,0,14,0,12,-15,-4,7,-1,0,Thunder,0022300215,W
382,28,24,9,24,4,8,0,12,0,11,-3,-3,4,-4,0,Raptors,0022300211,W
383,17,27,12,20,8,8,0,14,0,-11,3,3,-4,4,0,Pistons,0022300211,L
384,25,22,7,23,10,8,0,12,0,2,-8,-2,-2,2,-1,Suns,0022300214,W
385,23,30,9,25,8,9,1,10,0,-2,8,2,2,-2,1,Jazz,0022300214,L
386,22,24,6,22,4,8,0,14,0,0,1,-11,-3,2,4,Spurs,0022300223,L
387,22,23,17,25,2,4,1,11,0,0,-1,11,3,-2,-4,Clippers,0022300223,W
388,21,21,11,15,5,12,1,14,0,-1,2,0,-7,-1,2,Pistons,0022300218,L
389,22,19,11,22,6,10,2,15,1,1,-2,0,7,1,-2,Nuggets,0022300218,W
390,23,18,15,22,8,9,0,9,0,4,-9,5,1,2,-1,Celtics,0022300217,L
391,19,27,10,21,6,10,1,13,0,-4,9,-5,-1,-2,1,Hornets,0022300217,W
392,22,18,11,19,4,9,0,13,0,2,-10,4,-4,0,-2,Warriors,0022300224,W
393,20,28,7,23,4,11,0,10,0,-2,10,-4,4,0,2,Rockets,0022300224,L
394,26,19,11,28,5,8,1,17,0,8,-10,-2,10,1,-3,Pelicans,0022300222,W
395,18,29,13,18,4,11,1,15,0,-8,10,2,-10,-1,3,Kings,0022300222,L
396,29,24,2,15,0,7,0,10,0,1,5,-7,-10,-5,3,Wizards,0022300219,L
397,28,19,9,25,5,4,0,11,0,-1,-5,7,10,5,-3,Bucks,0022300219,W
398,24,18,11,17,2,9,0,10,0,5,-1,2,-1,-3,0,Heat,0022300220,W
399,19,19,9,18,5,9,0,11,0,-5,1,-2,1,3,0,Bulls,0022300220,L
400,20,33,12,27,3,11,1,10,0,-1,14,-3,6,-5,0,Knicks,0022300221,L
401,21,19,15,21,8,11,0,11,0,1,-14,3,-6,5,0,Timberwolves,0022300221,W
402,27,19,11,25,4,10,0,16,0,8,-6,-3,7,-2,0,Cavaliers,0022300040,W
403,19,25,14,18,6,10,0,9,0,-8,6,3,-7,2,0,76ers,0022300040,L
404,25,23,20,17,7,11,0,14,0,-8,3,8,-5,0,-3,Pacers,0022300039,W
405,33,20,12,22,7,14,0,10,0,8,-3,-8,5,0,3,Hawks,0022300039,L
406,22,19,6,18,8,10,1,11,0,-6,-3,1,1,4,2,Raptors,0022300038,L
407,28,22,5,17,4,8,0,8,0,6,3,-1,-1,-4,-2,Magic,0022300038,W
408,20,25,4,17,9,12,0,13,0,1,8,-12,-1,1,3,Trail Blazers,0022300041,L
409,19,17,16,18,8,9,0,15,0,-1,-8,12,1,-1,-3,Suns,0022300041,W
410,22,20,17,28,7,7,0,11,0,6,-12,9,4,-2,-6,Lakers,0022300042,W
411,16,32,8,24,9,13,0,10,0,-6,12,-9,-4,2,6,Jazz,0022300042,L
412,16,24,11,18,9,16,0,17,0,-5,-1,-13,-7,6,5,Kings,0022300233,L
413,21,25,24,25,3,11,0,14,0,5,1,13,7,-6,-5,Pelicans,0022300233,W
414,24,21,7,12,6,8,2,13,0,-3,5,-1,-8,-3,2,Pacers,0022300230,L
415,27,16,8,20,9,6,0,11,0,3,-5,1,8,3,-2,Raptors,0022300230,W
416,24,30,11,29,8,12,0,9,0,-3,3,0,3,3,4,Nets,0022300227,L
417,27,27,11,26,5,8,0,12,0,3,-3,0,-3,-3,-4,Hawks,0022300227,W
418,25,18,6,21,6,7,0,10,0,4,-12,-1,-1,1,0,Celtics,0022300228,W
419,21,30,7,22,5,7,0,11,0,-4,12,1,1,-1,0,Bucks,0022300228,L
420,20,24,7,30,7,6,0,14,0,7,-7,3,10,3,0,Thunder,0022300234,W
421,13,31,4,20,4,6,2,11,0,-7,7,-3,-10,-3,0,Bulls,0022300234,L
422,23,20,9,21,5,10,0,15,0,2,-1,-3,4,2,1,Nuggets,0022300226,L
423,21,21,12,17,3,9,1,11,0,-2,1,3,-4,-2,-1,Magic,0022300226,W
424,16,26,17,25,8,12,0,14,0,-6,-1,6,3,5,2,76ers,0022300232,L
425,22,27,11,22,3,10,1,10,0,6,1,-6,-3,-5,-2,Timberwolves,0022300232,W
426,24,27,6,27,2,9,1,13,0,7,1,-5,2,-4,3,Mavericks,0022300238,W
427,17,26,11,25,6,6,1,13,0,-7,-1,5,-2,4,-3,Lakers,0022300238,L
428,19,22,27,22,5,12,0,19,0,4,0,13,2,-6,-7,Suns,0022300236,W
429,15,22,14,20,11,19,1,17,1,-4,0,-13,-2,6,7,Warriors,0022300236,L
430,19,24,5,21,6,9,1,11,0,-1,-2,-5,-4,1,4,Hornets,0022300225,W
431,20,26,10,25,5,5,1,10,0,1,2,5,4,-1,-4,Wizards,0022300225,L
432,20,15,10,18,13,10,0,15,0,-4,-6,-2,3,9,-3,Cavaliers,0022300229,L
433,24,21,12,15,4,13,0,11,0,4,6,2,-3,-9,3,Heat,0022300229,W
434,18,19,17,23,11,13,2,12,0,3,-10,2,2,4,0,Clippers,0022300235,W
435,15,29,15,21,7,13,0,12,0,-3,10,-2,-2,-4,0,Spurs,0022300235,L
436,14,18,21,18,7,8,1,12,0,-2,-10,12,-1,2,-5,Grizzlies,0022300231,L
437,16,28,9,19,5,13,0,11,0,2,10,-12,1,-2,5,Rockets,0022300231,W
438,26,25,6,22,6,9,0,11,0,9,7,-3,3,-8,2,Trail Blazers,0022300237,W
439,17,18,9,19,14,7,0,11,0,-9,-7,3,-3,8,-2,Jazz,0022300237,L
440,19,27,8,19,4,9,0,12,0,-1,8,-2,-4,-5,3,Heat,0022300045,L
441,20,19,10,23,9,6,0,9,0,1,-8,2,4,5,-3,Knicks,0022300045,W
442,21,19,12,20,9,13,0,11,0,4,-7,-1,-3,-1,-1,Celtics,0022300043,L
443,17,26,13,23,10,14,0,11,0,-4,7,1,3,1,1,Magic,0022300043,W
444,22,23,7,16,4,9,0,12,0,0,2,0,-7,-4,0,Clippers,0022300052,L
445,22,21,7,23,8,9,0,13,0,0,-2,0,7,4,0,Pelicans,0022300052,W
446,18,22,10,17,6,11,0,11,0,-6,5,1,-5,-3,2,Bulls,0022300046,L
447,24,17,9,22,9,9,0,12,0,6,-5,-1,5,3,-2,Raptors,0022300046,W
448,15,33,10,25,9,6,0,13,0,-7,13,0,3,6,-1,Nuggets,0022300048,L
449,22,20,10,22,3,7,0,11,0,7,-13,0,-3,-6,1,Rockets,0022300048,W
450,22,29,10,26,4,7,0,9,0,-3,8,2,3,-2,-5,Wizards,0022300049,L
451,25,21,8,23,6,12,0,11,0,3,-8,-2,-3,2,5,Bucks,0022300049,W
452,22,19,17,22,4,8,0,11,0,3,-4,9,2,-1,-6,Suns,0022300044,W
453,19,23,8,20,5,14,1,11,0,-3,4,-9,-2,1,6,Grizzlies,0022300044,L
454,21,26,11,13,4,10,1,12,0,-3,0,-1,-15,-2,2,Pacers,0022300047,W
455,24,26,12,28,6,8,0,13,0,3,0,1,15,2,-2,Pistons,0022300047,L
456,22,25,8,23,9,10,0,13,0,1,-2,2,0,1,5,Warriors,0022300051,W
457,21,27,6,23,8,5,0,11,0,-1,2,-2,0,-1,-5,Spurs,0022300051,L
458,22,19,17,17,7,5,0,9,0,-5,-2,15,-1,-1,-8,Timberwolves,0022300050,L
459,27,21,2,18,8,13,1,13,0,5,2,-15,1,1,8,Kings,0022300050,W
460,21,24,19,25,7,13,0,14,0,-2,-2,11,9,5,1,76ers,0022300239,W
461,23,26,8,16,2,12,0,14,0,2,2,-11,-9,-5,-1,Thunder,0022300239,L
462,19,29,15,26,8,8,1,15,0,4,0,6,-2,-7,-1,Pelicans,0022300243,L
463,15,29,9,28,15,9,0,10,0,-4,0,-6,2,7,1,Jazz,0022300243,W
464,25,22,17,19,5,7,0,12,0,-3,4,7,0,-4,-2,Cavaliers,0022300242,L
465,28,18,10,19,9,9,0,10,0,3,-4,-7,0,4,2,Lakers,0022300242,W
466,17,29,10,17,1,13,0,13,0,-3,4,-8,-13,-2,3,Mavericks,0022300244,L
467,20,25,18,30,3,10,1,12,0,3,-4,8,13,2,-3,Clippers,0022300244,W
468,20,20,14,20,6,9,0,16,0,1,-3,7,-1,-5,1,Nets,0022300240,W
469,19,23,7,21,11,8,0,11,0,-1,3,-7,1,5,-1,Heat,0022300240,L
470,27,28,9,24,2,6,0,11,0,5,8,3,3,-10,-2,Hawks,0022300241,W
471,22,20,6,21,12,8,0,11,0,-5,-8,-3,-3,10,2,Wizards,0022300241,L
472,22,28,16,31,6,10,0,12,0,1,6,5,14,2,-1,Suns,0022300247,W
473,21,22,11,17,4,11,0,10,0,-1,-6,-5,-14,-2,1,Knicks,0022300247,L
474,26,29,10,32,4,6,0,11,0,7,1,2,10,-3,-4,Celtics,0022300246,W
475,19,28,8,22,7,10,0,13,0,-7,-1,-2,-10,3,4,Hawks,0022300246,L
476,17,20,16,19,7,8,0,10,0,-5,-4,13,-3,2,-2,Bulls,0022300250,L
477,22,24,3,22,5,10,0,8,0,5,4,-13,3,-2,2,Nets,0022300250,W
478,21,17,14,21,6,16,0,10,0,6,-12,-3,8,1,7,Timberwolves,0022300249,W
479,15,29,17,13,5,9,0,11,0,-6,12,3,-8,-1,-7,Grizzlies,0022300249,L
480,19,26,1,21,9,5,0,12,0,-2,0,-7,-6,3,2,Cavaliers,0022300251,W
481,21,26,8,27,6,3,0,11,0,2,0,7,6,-3,-2,Raptors,0022300251,L
482,25,17,3,17,9,9,0,16,0,1,-4,-8,-3,1,1,Hornets,0022300248,L
483,24,21,11,20,8,8,0,12,0,-1,4,8,3,-1,-1,Magic,0022300248,W
484,19,27,10,23,10,10,1,12,0,-6,4,-1,2,1,0,Bucks,0022300245,W
485,25,23,11,21,9,10,1,11,0,6,-4,1,-2,-1,0,Trail Blazers,0022300245,L
486,25,15,18,20,12,14,0,12,0,5,-11,6,2,1,0,Nuggets,0022300252,W
487,20,26,12,18,11,14,1,17,0,-5,11,-6,-2,-1,0,Spurs,0022300252,L
488,21,27,12,25,5,10,0,10,0,-3,4,1,-2,-3,-1,Clippers,0022300257,L
489,24,23,11,27,8,11,0,12,0,3,-4,-1,2,3,1,Nuggets,0022300257,W
490,19,26,12,20,4,9,0,10,0,-4,4,4,-4,-1,-1,Jazz,0022300256,W
491,23,22,8,24,5,10,0,12,0,4,-4,-4,4,1,1,Pelicans,0022300256,L
492,23,27,7,26,7,11,0,12,0,3,5,-5,6,-3,3,Pistons,0022300253,L
493,20,22,12,20,10,8,1,11,0,-3,-5,5,-6,3,-3,Wizards,0022300253,W
494,24,25,8,18,0,8,0,10,0,0,8,4,2,-6,1,76ers,0022300255,W
495,24,17,4,16,6,7,0,9,0,0,-8,-4,-2,6,-1,Lakers,0022300255,L
496,22,18,13,19,7,12,1,17,0,-1,-4,-2,1,3,3,Pacers,0022300254,L
497,23,22,15,18,4,9,1,10,0,1,4,2,-1,-3,-3,Trail Blazers,0022300254,W
498,22,24,13,24,4,13,0,13,0,-2,0,-2,4,2,4,Bucks,0022300056,W
499,24,24,15,20,2,9,1,11,0,2,0,2,-4,-2,-4,Heat,0022300056,L
500,20,26,12,18,6,9,0,15,0,-5,5,2,-11,-5,-1,Kings,0022300060,W
501,25,21,10,29,11,10,0,16,0,5,-5,-2,11,5,1,Warriors,0022300060,L
502,26,14,5,23,9,7,0,12,0,5,-14,2,8,6,2,Celtics,0022300053,W
503,21,28,3,15,3,5,0,15,0,-5,14,-2,-8,-6,-2,Bulls,0022300053,L
504,18,28,2,23,9,7,0,14,0,1,6,-11,-2,1,3,Hornets,0022300057,L
505,17,22,13,25,8,4,0,10,0,-1,-6,11,2,-1,-3,Knicks,0022300057,W
506,21,29,12,23,6,9,0,14,0,-4,8,2,-3,-4,0,Hawks,0022300055,L
507,25,21,10,26,10,9,0,14,0,4,-8,-2,3,4,0,Cavaliers,0022300055,W
508,19,25,10,18,5,13,1,15,0,0,5,-3,-1,-2,0,Mavericks,0022300059,W
509,19,20,13,19,7,13,0,10,0,0,-5,3,1,2,0,Rockets,0022300059,L
510,22,19,15,18,6,10,0,12,0,5,-7,3,-4,-4,-1,Thunder,0022300058,L
511,17,26,12,22,10,11,0,11,0,-5,7,-3,4,4,1,Timberwolves,0022300058,W
512,18,32,5,25,5,5,0,11,0,-5,7,2,-5,-1,-1,Raptors,0022300054,L
513,23,25,3,30,6,6,1,9,0,5,-7,-2,5,1,1,Nets,0022300054,W
514,23,22,14,24,7,9,1,9,0,2,-1,2,8,2,-1,Magic,0022300259,W
515,21,23,12,16,5,10,0,8,0,-2,1,-2,-8,-2,1,Wizards,0022300259,L
516,17,29,12,27,8,9,0,18,0,-10,4,2,2,7,1,Kings,0022300264,L
517,27,25,10,25,1,8,1,9,0,10,-4,-2,-2,-7,-1,Clippers,0022300264,W
518,19,33,3,21,7,14,1,12,0,-5,11,-10,-6,1,10,Pistons,0022300258,L
519,24,22,13,27,6,4,2,12,0,5,-11,10,6,-1,-10,Lakers,0022300258,W
520,18,26,15,23,6,8,1,13,0,-5,3,5,1,2,-1,Suns,0022300260,L
521,23,23,10,22,4,9,1,11,0,5,-3,-5,-1,-2,1,Raptors,0022300260,W
522,14,30,7,23,10,7,0,10,0,-12,10,5,-1,6,-2,Jazz,0022300261,L
523,26,20,2,24,4,9,0,9,0,12,-10,-5,1,-6,2,Grizzlies,0022300261,W
524,24,24,3,16,4,7,0,11,0,-6,1,-5,-6,2,1,Rockets,0022300263,L
525,30,23,8,22,2,6,0,12,0,6,-1,5,6,-2,-1,Nuggets,0022300263,W
526,24,17,16,22,8,11,1,14,0,7,-5,6,9,-6,-1,Pelicans,0022300262,W
527,17,22,10,13,14,12,0,18,0,-7,5,-6,-9,6,1,76ers,0022300262,L
528,17,27,10,29,13,10,0,15,0,-4,4,0,10,7,0,Bulls,0022300269,W
529,21,23,10,19,6,10,0,10,0,4,-4,0,-10,-7,0,Bucks,0022300269,L
530,23,20,18,15,7,13,0,15,0,-4,3,3,-4,0,1,Heat,0022300267,W
531,27,17,15,19,7,12,0,17,0,4,-3,-3,4,0,-1,Pacers,0022300267,L
532,21,26,13,20,6,12,0,13,0,-4,5,-5,-8,-1,3,Lakers,0022300271,L
533,25,21,18,28,7,9,0,16,0,4,-5,5,8,1,-3,Thunder,0022300271,W
534,19,28,5,20,4,9,1,10,0,2,1,-3,-9,-5,0,Timberwolves,0022300270,W
535,17,27,8,29,9,9,0,13,0,-2,-1,3,9,5,0,Jazz,0022300270,L
536,26,21,10,24,7,10,2,13,0,-2,1,-2,6,2,2,Hornets,0022300266,W
537,28,20,12,18,5,8,0,10,0,2,-1,2,-6,-2,-2,Nets,0022300266,L
538,17,21,2,22,15,6,0,10,0,-4,-4,1,2,5,0,Trail Blazers,0022300265,W
539,21,25,1,20,10,6,0,10,0,4,4,-1,-2,-5,0,Cavaliers,0022300265,L
540,18,27,14,22,8,6,0,9,0,-3,5,9,-5,-6,-9,Knicks,0022300268,W
541,21,22,5,27,14,15,1,14,0,3,-5,-9,5,6,9,Pistons,0022300268,L
542,21,23,11,28,4,8,1,13,0,2,-5,-1,9,3,1,Warriors,0022300273,W
543,19,28,12,19,1,7,0,10,0,-2,5,1,-9,-3,-1,Clippers,0022300273,L
544,25,19,8,22,11,8,0,10,0,3,-9,-4,2,4,-4,Spurs,0022300272,L
545,22,28,12,20,7,12,0,15,0,-3,9,4,-2,-4,4,Hawks,0022300272,W
546,27,19,12,19,8,9,0,15,0,3,0,0,0,-3,-2,76ers,0022300275,L
547,24,19,12,19,11,11,1,10,0,-3,0,0,0,3,2,Celtics,0022300275,W
548,21,21,19,17,4,10,0,15,0,0,-2,5,-6,-3,-2,Pelicans,0022300278,W
549,21,23,14,23,7,12,0,14,0,0,2,-5,6,3,2,Spurs,0022300278,L
550,23,28,7,22,5,8,2,10,0,1,1,-6,-6,-1,-3,Knicks,0022300276,W
551,22,27,13,28,6,11,1,12,0,-1,-1,6,6,1,3,Raptors,0022300276,L
552,21,22,16,17,4,11,1,10,0,-2,0,8,-6,-5,-2,Wizards,0022300274,L
553,23,22,8,23,9,13,0,11,0,2,0,-8,6,5,2,Magic,0022300274,W
554,24,21,5,23,7,8,0,14,0,7,-10,0,0,-1,3,Grizzlies,0022300277,W
555,17,31,5,23,8,5,0,11,0,-7,10,0,0,1,-3,Mavericks,0022300277,L
556,31,15,1,14,4,10,2,11,0,7,-5,-8,-3,-2,5,Nuggets,0022300279,W
557,24,20,9,17,6,5,0,13,0,-7,5,8,3,2,-5,Suns,0022300279,L
558,26,21,12,17,4,11,0,15,0,2,-2,2,-3,-3,0,Pacers,0022300284,W
559,24,23,10,20,7,11,0,13,0,-2,2,-2,3,3,0,Heat,0022300284,L
560,27,20,5,22,8,10,0,10,0,3,-6,-6,3,3,4,Bucks,0022300286,W
561,24,26,11,19,5,6,0,12,0,-3,6,6,-3,-3,-4,Hawks,0022300286,L
562,15,29,11,20,7,9,0,11,0,-7,8,1,-7,-1,-2,Trail Blazers,0022300289,L
563,22,21,10,27,8,11,0,11,0,7,-8,-1,7,1,2,Jazz,0022300289,W
564,21,22,14,15,3,5,0,12,0,-3,4,6,-5,-6,-6,Hornets,0022300281,L
565,24,18,8,20,9,11,1,12,0,3,-4,-6,5,6,6,Timberwolves,0022300281,W
566,21,23,5,19,5,9,0,13,0,-3,5,-7,-2,1,3,Bulls,0022300285,W
567,24,18,12,21,4,6,3,14,0,3,-5,7,2,-1,-3,Pelicans,0022300285,L
568,19,25,13,20,8,9,1,13,0,0,-1,6,-4,-1,-3,Suns,0022300288,W
569,19,26,7,24,9,12,0,12,0,0,1,-6,4,1,3,Grizzlies,0022300288,L
570,25,25,20,34,4,17,0,14,0,11,-8,-3,14,1,3,Nets,0022300282,W
571,14,33,23,20,3,14,0,11,0,-11,8,3,-14,-1,-3,Magic,0022300282,L
572,26,23,5,25,5,9,2,13,0,4,-8,-5,3,1,5,Kings,0022300290,W
573,22,31,10,22,4,4,0,13,0,-4,8,5,-3,-1,-5,Nuggets,0022300290,L
574,19,24,8,27,8,9,1,13,0,-2,-1,-1,6,5,3,Pistons,0022300283,L
575,21,25,9,21,3,6,1,11,0,2,1,1,-6,-5,-3,Cavaliers,0022300283,W
576,22,21,14,23,4,7,2,10,0,4,-1,9,4,-4,-7,Lakers,0022300291,W
577,18,22,5,19,8,14,0,12,0,-4,1,-9,-4,4,7,Rockets,0022300291,L
578,20,28,3,18,5,10,1,10,0,-3,9,-7,-5,-1,6,Clippers,0022300280,W
579,23,19,10,23,6,4,0,12,0,3,-9,7,5,1,-6,Warriors,0022300280,L
580,17,24,24,25,8,12,2,9,0,-8,-5,13,-1,3,-3,Mavericks,0022300287,L
581,25,29,11,26,5,15,1,11,0,8,5,-13,1,-3,3,Thunder,0022300287,W
582,16,29,9,19,4,7,0,13,0,-8,0,7,-15,-3,-1,Pacers,0022301202,W
583,24,29,2,34,7,8,0,13,0,8,0,-7,15,3,1,Celtics,0022301202,L
